order_id,customer_name,email,phone,city,state,product_name,category,unit_price,quantity,order_date,status
1167,susan anderson,SUSAN.ANDERSON96@YAHOO.COM ,(808) 681-5771,Austin ,TX,Stainless Water Bottle,Fitness,15.75,5,8/26/2023,Cancelled
1460,SOFIA SILVA, Sofia.silva108@gmail.com,+19263626091,Chicago,IL,Standing Desk,Furniture,249.0,4,3/7/24,Pending
1612, Michael Patel ,Michael.Patel56@outlook.com,953.373.2389,Philadelphia,PA,Yoga  Mat,Fitness,24.0,2,3/7/2023,delivered
1064,Joseph Smith, Joseph.smith16@gmail.com,9364699201,Austin ,TX,Desk Lamp,Furniture,22.3,1,1/10/2024,SHIPPED
1134, William Silva , William.silva52@outlook.com,8793275920,houston,TX,USB-C Cable 6ft,Electronics,9.5,5,21-10-2023,cancelled
1439,DAVID SMITH, David.Smith3@yahoo.com,914.632.6574,Los Angeles,CA,Standing Desk,Furniture,249.0,4,2023-06-10,Shipped
1605, Liam Smith ,Liam.Smith143@outlook.com,+12155664898,Los Angeles,CA,Wireless Mouse,Electronics,19.99,4,2023-04-21,Pending
1281,NOAH KHAN,NOAH.KHAN87@COMPANY.CO ,,Austin ,TX,wireless mouse,electronics,19.99,5,12-06-2023,SHIPPED
1455,priya martinez,PRIYA.MARTINEZ146@COMPANY.CO ,8582311996,Philadelphia,PA,Ballpoint Pens (12pk),Office Supplies,6.49,2,2024-12-04,SHIPPED
1606, Priya Silva ,PRIYA.SILVA177@COMPANY.CO ,5725815634,Los Angeles,CA,Office Chair,Furniture,129.99,5,10-10-2024,SHIPPED
1649,Barbara Khan, Barbara.Khan77@outlook.com,+18775792129,Phoenix,AZ,Notebook Set,Office Supplies,8.99,4,5/4/24,SHIPPED
1338,Wei Johnson,Wei.johnson178@gmail.com ,862.542.2079,Dallas,TX,Notebook Set,Office Supplies,8.99,3,11/1/23,delivered
1319,Richard Martinez,Richard.martinez179@gmail.com ,941.872.3463,Houston,TX,Notebook Set,Office Supplies,8.99,3,2023-04-20,Delivered
1223,robert sharma,ROBERT.SHARMA172@GMAIL.COM ,8465105500,Philadelphia,PA,Notebook Set,Office Supplies,8.99,1,11/19/23,Shipped
1489, Susan Anderson ,SUSAN.ANDERSON96@YAHOO.COM ,8086815771,Austin ,TX,Notebook Set,Office Supplies,8.99,3,1/1/2023,Pending
1458,william wilson, William.Wilson130@outlook.com,405.335.9837,Los Angeles,CA,Wireless Mouse,Electronics,19.99,3,28-12-2024,cancelled
1442,DAVID MARTINEZ,David.Martinez156@company.co,559-206-3972,houston,TX,Desk Lamp,Furniture,22.3,5,11-10-2023,Shipped
1252,WILLIAM HERNANDEZ,WILLIAM.HERNANDEZ71@GMAIL.COM,484.970.7906,Phoenix,AZ,USB-C Cable 6ft,Electronics,9.5,5,2023-12-21,Shipped
1377,patricia lopez, PATRICIA.LOPEZ152@GMAIL.COM,,Los Angeles,CA,wireless mouse,electronics,19.99,3,2024-02-17,delivered
1369,joseph rodriguez,JOSEPH.RODRIGUEZ86@YAHOO.COM,,Houston,TX,Ballpoint Pens (12pk),Office Supplies,6.49,4,11/5/2024,Cancelled
1583,susan rodriguez, Susan.Rodriguez138@company.co,9065794559,New York,NY,USB-C Cable 6ft,Electronics,9.5,2,01-01-2024,SHIPPED
1355, Arjun Kelly ,Arjun.Kelly51@company.co ,959.954.4228,Austin ,TX,Office Chair,Furniture,129.99,,2023-12-21,shipped
1122,patricia williams,Patricia.Williams4@outlook.com ,2995676635,Phoenix,AZ,wireless mouse,electronics,19.99,2,1/14/2023,delivered
1621,elizabeth anderson,ELIZABETH.ANDERSON97@YAHOO.COM,,new york,ny,Wireless Mouse,Electronics,19.99,2,21-05-2023,shipped
1336, David Smith , David.Smith3@yahoo.com,914.632.6574,Los Angeles,CA,Stainless Water Bottle,Fitness,15.75,1,8/1/2024,Delivered
1225,barbara rodriguez,Barbara.rodriguez82@gmail.com,+14868105526,houston,TX,Desk Lamp,Furniture,22.3,4,13-05-2024,Cancelled
1608,JESSICA ANDERSON,JESSICA.ANDERSON84@YAHOO.COM ,2955014630,New York,NY,Standing Desk,Furniture,249.0,4,27-03-2023,Shipped
1564,DAVID SILVA,DAVID.SILVA148@OUTLOOK.COM ,7997616327,Dallas,TX,Notebook Set,Office Supplies,8.99,5,5/10/23,Delivered
1322,joseph wilson,JOSEPH.WILSON160@OUTLOOK.COM,(420) 973-9394,Houston,TX,USB-C Cable 6ft,Electronics,9.5,5,11/19/24,cancelled
1372,Jessica Brown,JESSICA.BROWN78@YAHOO.COM,,Phoenix,AZ,Standing Desk,Furniture,249.0,3,7/3/2024,Pending
1603,Linda Davis, Linda.Davis47@outlook.com,875.397.7528,New York,NY,Yoga Mat,Fitness,24.0,2,10-03-2024,delivered
1141, Wei Kelly ,WEI.KELLY81@YAHOO.COM,544.229.9098,Phoenix,AZ,Yoga  Mat,Fitness,24.0,1,9/22/2023,Delivered
1174,Patricia Kelly,PATRICIA.KELLY15@OUTLOOK.COM,9684736573,San Antonio,TX,USB-C Cable 6ft,Electronics,9.5,1,2023-09-14,cancelled
1536,jessica martinez,Jessica.Martinez131@yahoo.com ,5463178673,Austin ,TX,wireless mouse,electronics,19.99,5,15-02-2024,delivered
1408,SOFIA MILLER,SOFIA.MILLER175@GMAIL.COM,8196879214,houston,TX,Office Chair,Furniture,129.99,3,2023-05-07,shipped
1235,Patricia Kelly,Patricia.kelly134@yahoo.com,,Chicago,IL,Yoga Mat,Fitness,24.0,2,2024-07-18,Pending
1129,susan miller, SUSAN.MILLER25@COMPANY.CO,299.874.8062,new york,ny,USB-C Cable 6ft,Electronics,9.5,1,7/11/2023,delivered
1198,robert hernandez,Robert.Hernandez22@yahoo.com,8027674770,New York,NY,USB-C Cable 6ft,Electronics,9.5,5,7/14/24,Shipped
1176,LIAM DAVIS,Liam.Davis44@yahoo.com,+13055627658,Dallas,TX,USB-C Cable 6ft,Electronics,9.5,2,1/14/23,Delivered
1469,noah kelly,NOAH.KELLY132@GMAIL.COM ,7705742479,Phoenix,AZ,Yoga  Mat,Fitness,24.0,3,6/6/2023,SHIPPED
1006,robert martinez,Robert.Martinez173@outlook.com ,662.238.1932,Philadelphia,PA,Notebook Set,Office Supplies,8.99,4,7/17/2024,Delivered
1350,DAVID SMITH, David.Smith3@yahoo.com,914.632.6574,Los Angeles,CA,Yoga  Mat,Fitness,24.0,4,4/3/23,Cancelled
1659,elizabeth anderson,ELIZABETH.ANDERSON97@YAHOO.COM,,new york,ny,Office Chair,Furniture,129.99,3,2024-07-18,Pending
1181, Joseph Khan ,Joseph.khan5@outlook.com,,new york,ny,Stainless Water Bottle,Fitness,15.75,3,8/28/2023,SHIPPED
1411, Patricia Kelly ,PATRICIA.KELLY15@OUTLOOK.COM,(968) 473-6573,San Antonio,TX,Bluetooth Speaker,Electronics,45.0,4,5/27/2024,Cancelled
1669,James Martinez, James.martinez112@company.co,505-801-9022,Austin ,TX,Ballpoint Pens (12pk),Office Supplies,6.49,5,2/10/23,shipped
1565,Jennifer Chen,JENNIFER.CHEN49@OUTLOOK.COM ,,Houston,TX,Stainless Water Bottle,Fitness,15.75,4,2024-12-14,shipped
1360, Liam Khan ,Liam.Khan1@gmail.com,(804) 632-1520,new york,ny,Yoga Mat,Fitness,24.0,5,2023-01-06,Pending
1554,joseph rodriguez,N/A,371-820-2876,houston,TX,Standing Desk,Furniture,249.0,4,21-03-2024,SHIPPED
1238,olivia williams, Olivia.Williams6@yahoo.com,8774335741,New York,NY,Desk Lamp,Furniture,22.3,3,10-01-2023,shipped
1614,Patricia Kelly,Patricia.kelly134@yahoo.com,+16822256374,Chicago,IL,Notebook Set,Office Supplies,8.99,4,3/5/2023,cancelled
1493,noah hernandez,N/A,5419973754,Chicago,IL,Bluetooth Speaker,Electronics,45.0,5,2024-01-23,Pending
1209,James Martinez,James.Martinez75@yahoo.com ,,San Diego,CA,Yoga  Mat,Fitness,24.0,4,28-03-2023,Pending
1440,Susan Murphy,Susan.murphy117@company.co,276.680.5342,Los Angeles,CA,Notebook Set,Office Supplies,8.99,5,8/25/23,SHIPPED
1578,SUSAN RODRIGUEZ, Susan.Rodriguez138@company.co,9065794559,New York,NY,USB-C Cable 6ft,Electronics,9.5,3,5/25/2023,delivered
1611, Michael Patel ,Michael.Patel56@outlook.com,953.373.2389,Philadelphia,PA,Yoga  Mat,Fitness,24.0,2,3/7/2023,delivered
1093, Elizabeth Anderson ,ELIZABETH.ANDERSON97@YAHOO.COM,,new york,ny,USB-C Cable 6ft,Electronics,9.5,2,2023-05-16,SHIPPED
1407,JENNIFER CHEN,JENNIFER.CHEN49@OUTLOOK.COM ,239.311.8119,Houston,TX,Desk Lamp,Furniture,22.3,3,2023-09-01,Shipped
1087,david johnson, DAVID.JOHNSON144@GMAIL.COM,9596319619,Los Angeles,CA,Yoga Mat,Fitness,24.0,5,2023-07-25,Pending
1290,ARJUN RODRIGUEZ,Arjun.Rodriguez12@yahoo.com ,798.638.7543,Austin ,TX,Bluetooth Speaker,Electronics,45.0,1,4/27/24,shipped
1648,FATIMA RODRIGUEZ,FATIMA.RODRIGUEZ80@YAHOO.COM ,,houston,TX,Wireless Mouse,Electronics,19.99,4,03-04-2024,Shipped
1295, Priya Patel ,Priya.patel32@gmail.com,258-720-2312,Los Angeles,CA,Standing Desk,Furniture,249.0,2,2024-04-06,shipped
1249,Susan Miller, SUSAN.MILLER25@COMPANY.CO,299.874.8062,new york,ny,Yoga  Mat,Fitness,24.0,5,16-06-2024,delivered
1063, Richard Gonzalez ,N/A,+16797415119,San Diego,CA,Desk Lamp,Furniture,22.3,4,7/9/2023,shipped
1009,ARJUN DAVIS, Arjun.Davis98@gmail.com,(352) 472-3330,Dallas,TX,wireless mouse,electronics,19.99,3,6/4/2024,SHIPPED
1057, Sofia Sharma ,Sofia.sharma103@outlook.com,681.556.7690,new york,ny,Bluetooth Speaker,Electronics,45.0,5,7/22/2023,SHIPPED
1165,PRIYA ANDERSON,PRIYA.ANDERSON60@YAHOO.COM ,7704552988,New York,NY,Stainless Water Bottle,Fitness,15.75,3,12/22/24,Shipped
1183,sofia rodriguez,SOFIA.RODRIGUEZ40@COMPANY.CO,(700) 457-1832,San Antonio,TX,wireless mouse,electronics,19.99,3,9/19/2023,Delivered
1393,ARJUN DAVIS, Arjun.Davis98@gmail.com,3524723330,Dallas,TX,Stainless Water Bottle,Fitness,15.75,4,2023-11-05,shipped
1638, Elizabeth Chen ,Elizabeth.Chen94@gmail.com ,5127821986,Phoenix,AZ,wireless mouse,electronics,19.99,1,8/6/2024,Shipped
1259,liam khan,Liam.Khan1@gmail.com,(804) 632-1520,new york,ny,Desk Lamp,Furniture,22.3,2,4/3/2024,SHIPPED
1145,MARY MILLER,Mary.Miller107@company.co,7623345719,Houston,TX,Office Chair,Furniture,129.99,1,2/2/23,Pending
1364,Wei Johnson,Wei.johnson178@gmail.com ,862.542.2079,Dallas,TX,Yoga Mat,Fitness,24.0,5,10/24/23,delivered
1478,MARY CHEN, Mary.chen31@gmail.com,7552626138,Austin ,TX,Office Chair,Furniture,129.99,1,2024-06-23,shipped
1020, Olivia Jones , OLIVIA.JONES90@OUTLOOK.COM,(970) 702-2680,Dallas,TX,Notebook Set,Office Supplies,8.99,4,22-02-2024,SHIPPED
1327, Sofia Davis , SOFIA.DAVIS63@OUTLOOK.COM,650-279-5681,Houston,TX,Yoga Mat,Fitness,24.0,3,2023-10-13,Pending
1307,Arjun Williams,Arjun.williams64@yahoo.com,,Los Angeles,CA,Bluetooth Speaker,Electronics,45.0,1,7/25/2024,Shipped
1236, Jessica Anderson ,JESSICA.ANDERSON84@YAHOO.COM ,2955014630,New York,NY,Stainless Water Bottle,Fitness,15.75,3,2024-10-17,shipped
1597,David Anderson, David.anderson7@yahoo.com,573.366.7065,Dallas,TX,Office Chair,Furniture,129.99,4,5/8/23,Delivered
1661,William Anderson,WILLIAM.ANDERSON150@COMPANY.CO ,625.947.2557,Phoenix,AZ,wireless mouse,electronics,19.99,4,7/19/2023,cancelled
1381,Arjun Rodriguez,Arjun.Rodriguez12@yahoo.com ,798.638.7543,Austin ,TX,wireless mouse,electronics,19.99,4,7/13/23,Pending
1007, Arjun Williams ,Arjun.williams64@yahoo.com,,Los Angeles,CA,Wireless Mouse,Electronics,19.99,4,28-12-2023,shipped
1118,sofia davis, SOFIA.DAVIS63@OUTLOOK.COM,650-279-5681,Houston,TX,Ballpoint Pens (12pk),Office Supplies,6.49,4,10/21/24,cancelled
1380,Priya Martinez,PRIYA.MARTINEZ146@COMPANY.CO ,8582311996,Philadelphia,PA,Yoga Mat,Fitness,24.0,2,2024-10-11,SHIPPED
1197,Elizabeth Kelly,Elizabeth.Kelly161@outlook.com,,Dallas,TX,USB-C Cable 6ft,Electronics,9.5,3,8/9/2023,SHIPPED
1561, Priya Patel ,Priya.patel32@gmail.com,258-720-2312,Los Angeles,CA,Desk Lamp,Furniture,22.3,5,17-02-2024,SHIPPED
1177,Patricia Lopez, PATRICIA.LOPEZ152@GMAIL.COM,,Los Angeles,CA,Yoga  Mat,Fitness,24.0,3,18-07-2024,delivered
1074,MARY HERNANDEZ,Mary.Hernandez10@outlook.com ,4742674456,Phoenix,AZ,wireless mouse,electronics,19.99,2,28-04-2024,Shipped
1412,ARJUN KELLY,Arjun.Kelly51@company.co ,959.954.4228,Austin ,TX,Notebook Set,Office Supplies,8.99,4,2/5/2024,shipped
1108,william brown,WILLIAM.BROWN163@YAHOO.COM ,7099648055,New York,NY,Stainless Water Bottle,Fitness,15.75,5,04-10-2024,Cancelled
1549,wei chen, Wei.chen99@outlook.com,,Houston,TX,Bluetooth Speaker,Electronics,45.0,3,2024-10-07,Cancelled
1325, William Silva , William.silva101@gmail.com,,Houston,TX,Wireless Mouse,Electronics,19.99,1,2024-09-05,delivered
1406, Susan Martinez , Susan.martinez166@company.co,6142216321,new york,ny,Yoga  Mat,Fitness,24.0,3,2/9/24,Delivered
1362,MICHAEL LOPEZ, Michael.Lopez169@gmail.com,9448603419,houston,TX,Standing Desk,Furniture,249.0,5,2024-12-19,shipped
1514,Priya Martinez,PRIYA.MARTINEZ146@COMPANY.CO ,8582311996,Philadelphia,PA,Yoga Mat,Fitness,24.0,1,15-02-2023,SHIPPED
1171,Noah Khan,Noah.Khan39@outlook.com ,,Los Angeles,CA,Wireless Mouse,Electronics,19.99,3,2/10/2024,shipped
1098,priya silva,PRIYA.SILVA177@COMPANY.CO ,5725815634,Los Angeles,CA,wireless mouse,electronics,19.99,4,10-11-2023,SHIPPED
1664,James Hernandez,James.hernandez41@company.co ,,Los Angeles,CA,Wireless Mouse,Electronics,19.99,1,7/23/2023,cancelled
1639,priya silva,PRIYA.SILVA177@COMPANY.CO ,5725815634,Los Angeles,CA,Ballpoint Pens (12pk),Office Supplies,6.49,4,12/13/23,Shipped
1030,MICHAEL SILVA,Michael.silva128@gmail.com ,,Houston,TX,Wireless Mouse,Electronics,19.99,1,3/6/2024,Pending
1261,Joseph Williams,Joseph.williams105@gmail.com ,4585312899,houston,TX,Wireless Mouse,Electronics,19.99,2,10/19/2023,Shipped
1502,DAVID ANDERSON, David.anderson7@yahoo.com,573.366.7065,Dallas,TX,Yoga  Mat,Fitness,24.0,3,2023-12-16,shipped
1535,ROBERT SILVA, Robert.Silva122@yahoo.com,8348994945,Phoenix,AZ,Yoga  Mat,Fitness,24.0,2,17-04-2024,Shipped
1520,Olivia Jones, OLIVIA.JONES90@OUTLOOK.COM,(970) 702-2680,Dallas,TX,Notebook Set,Office Supplies,8.99,5,17-05-2024,cancelled
1342,DAVID ANDERSON, David.anderson7@yahoo.com,573.366.7065,Dallas,TX,Desk Lamp,Furniture,22.3,3,2023-06-13,cancelled
1268,Jennifer Hernandez,Jennifer.hernandez104@company.co,,Phoenix,AZ,Yoga  Mat,Fitness,24.0,2,2023-10-17,cancelled
1010,patricia anderson, Patricia.Anderson120@outlook.com,9105061474,Los Angeles,CA,Standing Desk,Furniture,249.0,2,2023-10-01,delivered
1448,Joseph Khan,Joseph.khan5@outlook.com,,new york,ny,Yoga  Mat,Fitness,24.0,2,4/27/24,Pending
1060,susan kelly,Susan.kelly34@yahoo.com ,778.735.6183,San Diego,CA,Office Chair,Furniture,129.99,2,7/23/2024,Delivered
1157,SOFIA ANDERSON,Sofia.Anderson135@yahoo.com,(509) 864-7689,Austin ,TX,Stainless Water Bottle,Fitness,15.75,5,08-02-2023,Shipped
1428,richard rodriguez,Richard.Rodriguez9@outlook.com,,Dallas,TX,Notebook Set,Office Supplies,8.99,2,27-11-2024,cancelled
1570,JENNIFER WILLIAMS, Jennifer.williams124@company.co,,Philadelphia,PA,Wireless Mouse,Electronics,19.99,2,1/10/2024,SHIPPED
1253,DAVID SILVA,DAVID.SILVA148@OUTLOOK.COM ,7997616327,Dallas,TX,Notebook Set,Office Supplies,8.99,4,9/9/2024,Pending
1600,jessica williams,Jessica.williams13@company.co,,New York,NY,Yoga  Mat,Fitness,24.0,4,10/25/2024,Shipped
1623, Robert Sharma ,ROBERT.SHARMA172@GMAIL.COM ,8465105500,Philadelphia,PA,Stainless Water Bottle,Fitness,15.75,3,23-04-2023,Shipped
1537,PATRICIA WILLIAMS,Patricia.Williams4@outlook.com ,+12995676635,Phoenix,AZ,wireless mouse,electronics,19.99,4,7/2/23,delivered
1382,fatima anderson, Fatima.Anderson171@outlook.com,,Dallas,TX,Desk Lamp,Furniture,22.3,1,2024-02-27,Cancelled
1472,WILLIAM WILLIAMS,WILLIAM.WILLIAMS176@COMPANY.CO ,861-376-1641,San Antonio,TX,Yoga Mat,Fitness,24.0,3,2024-03-03,shipped
1148,noah khan,Noah.Khan39@outlook.com ,,Los Angeles,CA,wireless mouse,electronics,19.99,2,14-06-2023,Delivered
1022,Fatima Davis,Fatima.Davis155@outlook.com,+17749851430,Phoenix,AZ,Ballpoint Pens (12pk),Office Supplies,6.49,4,08-02-2024,cancelled
1162, William Anderson ,WILLIAM.ANDERSON150@COMPANY.CO ,625.947.2557,Phoenix,AZ,wireless mouse,electronics,19.99,3,3/6/24,Pending
1321,Robert Sharma,Robert.sharma19@company.co,978-745-3060,new york,ny,Yoga Mat,Fitness,24.0,5,12/8/2024,Delivered
1331, David Patel ,DAVID.PATEL100@GMAIL.COM ,+17056482317,San Antonio,TX,USB-C Cable 6ft,Electronics,9.5,2,8/19/23,delivered
1505,PRIYA ANDERSON,PRIYA.ANDERSON60@YAHOO.COM ,7704552988,New York,NY,Bluetooth Speaker,Electronics,45.0,2,3/7/24,cancelled
1026, Robert Hernandez ,Robert.Hernandez22@yahoo.com,+18027674770,New York,NY,Ballpoint Pens (12pk),Office Supplies,6.49,3,18-09-2024,SHIPPED
1293, Elizabeth Kelly ,Elizabeth.Kelly161@outlook.com,,Dallas,TX,USB-C Cable 6ft,Electronics,9.5,2,2024-11-20,shipped
1190, Joseph Rodriguez ,JOSEPH.RODRIGUEZ86@YAHOO.COM,,Houston,TX,Yoga  Mat,Fitness,24.0,3,11/23/2024,SHIPPED
1315,FATIMA MILLER, Fatima.Miller141@yahoo.com,9837674394,new york,ny,USB-C Cable 6ft,Electronics,9.5,1,27-05-2024,Cancelled
1211, David Wilson ,David.wilson68@company.co,,Philadelphia,PA,Standing Desk,Furniture,249.0,1,3/4/24,Cancelled
1328,William Williams,WILLIAM.WILLIAMS176@COMPANY.CO ,8613761641,San Antonio,TX,Standing Desk,Furniture,249.0,5,2024-01-24,Shipped
1302, Wei Chen , Wei.chen99@outlook.com,,Houston,TX,Bluetooth Speaker,Electronics,45.0,2,21-07-2023,delivered
1562,SUSAN RODRIGUEZ, Susan.Rodriguez138@company.co,9065794559,New York,NY,Notebook Set,Office Supplies,8.99,3,2023-12-14,Pending
1124,Linda Jones,Linda.Jones59@yahoo.com ,9042052746,Dallas,TX,Bluetooth Speaker,Electronics,45.0,1,4/16/2023,Delivered
1155,WILLIAM DAVIS,William.Davis35@outlook.com,6053345915,Houston,TX,Bluetooth Speaker,Electronics,45.0,2,7/26/24,Cancelled
1265,MARY MARTINEZ, Mary.Martinez129@yahoo.com,,Philadelphia,PA,Ballpoint Pens (12pk),Office Supplies,6.49,4,2023-03-16,shipped
1629,Barbara Patel,Barbara.patel145@gmail.com ,311-662-9254,San Diego,CA,Office Chair,Furniture,129.99,3,2023-02-22,Cancelled
1195,Wei Wilson, Wei.Wilson149@company.co,9183174522,new york,ny,Notebook Set,Office Supplies,8.99,5,4/17/23,delivered
1521,LIAM SMITH,Liam.Smith143@outlook.com,,Los Angeles,CA,Wireless Mouse,Electronics,19.99,5,17-03-2024,Cancelled
1594,susan martinez, Susan.martinez166@company.co,6142216321,new york,ny,Wireless Mouse,Electronics,19.99,3,5/4/24,Pending
1512,Jessica Brown,JESSICA.BROWN78@YAHOO.COM,,Phoenix,AZ,Stainless Water Bottle,Fitness,15.75,5,3/8/23,Pending
1139,RICHARD GONZALEZ,Richard.gonzalez14@gmail.com ,6797415119,San Diego,CA,Office Chair,Furniture,129.99,5,2023-03-09,Delivered
1453, Liam Smith ,Liam.Smith143@outlook.com,2155664898,Los Angeles,CA,Standing Desk,Furniture,249.0,1,3/12/2024,delivered
1636,LIAM DAVIS,Liam.Davis44@yahoo.com,3055627658,Dallas,TX,Bluetooth Speaker,Electronics,45.0,2,2023-08-13,cancelled
1196, Priya Smith ,Priya.Smith38@outlook.com,7675062697,Dallas,TX,USB-C Cable 6ft,Electronics,9.5,2,15-10-2023,SHIPPED
1285,MICHAEL SILVA,Michael.silva128@gmail.com ,,Houston,TX,Stainless Water Bottle,Fitness,15.75,4,23-02-2024,Shipped
1330,DAVID JOHNSON, DAVID.JOHNSON144@GMAIL.COM,(959) 631-9619,Los Angeles,CA,USB-C Cable 6ft,Electronics,9.5,3,1/22/24,shipped
1337,RICHARD CHEN, RICHARD.CHEN66@GMAIL.COM,2209837232,Austin ,TX,Desk Lamp,Furniture,22.3,4,19-07-2023,SHIPPED
1059,patricia kelly,PATRICIA.KELLY15@OUTLOOK.COM,9684736573,San Antonio,TX,Ballpoint Pens (12pk),Office Supplies,6.49,1,2024-03-13,delivered
1189,Jennifer Silva,JENNIFER.SILVA159@COMPANY.CO ,8902835458,New York,NY,Bluetooth Speaker,Electronics,45.0,5,22-09-2024,delivered
1166,Sofia Patel, Sofia.patel17@gmail.com,403-356-7126,San Diego,CA,Stainless Water Bottle,Fitness,15.75,3,1/13/24,SHIPPED
1052,sofia rodriguez,SOFIA.RODRIGUEZ40@COMPANY.CO,(700) 457-1832,San Antonio,TX,Bluetooth Speaker,Electronics,45.0,4,2024-05-11,shipped
1154,William Hernandez,WILLIAM.HERNANDEZ71@GMAIL.COM,484.970.7906,Phoenix,AZ,Office Chair,Furniture,129.99,2,11/10/24,Cancelled
1498,PATRICIA WILLIAMS,Patricia.Williams4@outlook.com ,2995676635,Phoenix,AZ,Ballpoint Pens (12pk),Office Supplies,6.49,5,22-04-2024,cancelled
1082,michael smith,Michael.smith73@gmail.com,3564443068,San Diego,CA,Wireless Mouse,Electronics,19.99,5,2/4/2023,Delivered
1414,david wilson,David.wilson68@company.co,,Philadelphia,PA,USB-C Cable 6ft,Electronics,9.5,3,9/23/24,cancelled
1202,LIAM GARCIA, LIAM.GARCIA54@GMAIL.COM,+17825087653,San Diego,CA,Standing Desk,Furniture,249.0,1,6/23/23,delivered
1314,james martinez, James.martinez112@company.co,505-801-9022,Austin ,TX,Desk Lamp,Furniture,22.3,3,06-10-2024,Cancelled
1117,JESSICA MARTINEZ,Jessica.Martinez131@yahoo.com ,5463178673,Austin ,TX,Ballpoint Pens (12pk),Office Supplies,6.49,1,1/9/2023,Delivered
1156,BARBARA RODRIGUEZ,Barbara.rodriguez82@gmail.com,+14868105526,houston,TX,Bluetooth Speaker,Electronics,45.0,3,2023-06-20,delivered
1213,BARBARA PATEL,Barbara.patel145@gmail.com ,3116629254,San Diego,CA,Ballpoint Pens (12pk),Office Supplies,6.49,4,6/20/2023,Cancelled
1366,LINDA JONES,Linda.Jones59@yahoo.com ,9042052746,Dallas,TX,Standing Desk,Furniture,249.0,3,2024-02-01,Delivered
1470,Liam Smith,Liam.Smith143@outlook.com,2155664898,Los Angeles,CA,Notebook Set,Office Supplies,8.99,5,8/3/2023,Shipped
1051,William Brown,WILLIAM.BROWN163@YAHOO.COM ,7099648055,New York,NY,Yoga Mat,Fitness,24.0,1,2024-06-23,SHIPPED
1374,MICHAEL WILSON,MICHAEL.WILSON55@COMPANY.CO ,8218706279,San Diego,CA,Desk Lamp,Furniture,22.3,3,6/26/2023,shipped
1460,SOFIA SILVA, Sofia.silva108@gmail.com,+19263626091,Chicago,IL,Standing Desk,Furniture,249.0,4,3/7/24,Pending
1506,Joseph Martinez, Joseph.martinez125@company.co,5936942747,Chicago,IL,Desk Lamp,Furniture,22.3,3,9/14/2024,delivered
1580,Barbara Rodriguez,Barbara.rodriguez82@gmail.com,+14868105526,houston,TX,Yoga  Mat,Fitness,24.0,4,4/8/23,cancelled
1256, Linda Jones ,Linda.Jones59@yahoo.com ,9042052746,Dallas,TX,wireless mouse,electronics,19.99,3,22-01-2023,cancelled
1532,DAVID WILSON,DAVID.WILSON110@YAHOO.COM,6834498483,Philadelphia,PA,Standing Desk,Furniture,249.0,3,11/4/2024,Cancelled
1513, Susan Kelly ,Susan.kelly34@yahoo.com ,778.735.6183,San Diego,CA,Yoga  Mat,Fitness,24.0,2,03-04-2024,SHIPPED
1186, James Hernandez ,James.hernandez41@company.co ,,Los Angeles,CA,Yoga  Mat,Fitness,24.0,,7/2/2023,Delivered
1515,Liam Wilson,Liam.wilson153@gmail.com ,252.494.6119,Austin ,TX,Yoga  Mat,Fitness,24.0,2,2023-03-19,cancelled
1444,JENNIFER WILSON,JENNIFER.WILSON29@YAHOO.COM,(692) 418-7570,Philadelphia,PA,Ballpoint Pens (12pk),Office Supplies,6.49,4,6/12/24,delivered
1368,Mary Martinez, Mary.Martinez129@yahoo.com,,Philadelphia,PA,Desk Lamp,Furniture,22.3,3,11/11/24,Shipped
1415,Sofia Patel, Sofia.patel17@gmail.com,4033567126,San Diego,CA,Desk Lamp,Furniture,22.3,2,2024-12-27,Pending
1140,david smith, David.Smith3@yahoo.com,914.632.6574,Los Angeles,CA,Yoga Mat,Fitness,24.0,1,2023-07-05,cancelled
1463,Olivia Murphy,Olivia.murphy76@gmail.com,,Chicago,IL,Ballpoint Pens (12pk),Office Supplies,6.49,4,7/6/2024,Shipped
1610,jennifer wilson,JENNIFER.WILSON29@YAHOO.COM,(692) 418-7570,Philadelphia,PA,USB-C Cable 6ft,Electronics,9.5,3,2024-11-19,Shipped
1084,Robert Wilson, ROBERT.WILSON167@GMAIL.COM,4496467560,new york,ny,Ballpoint Pens (12pk),Office Supplies,6.49,1,2024-07-13,Shipped
1586, Wei Kelly ,WEI.KELLY81@YAHOO.COM,544.229.9098,Phoenix,AZ,Ballpoint Pens (12pk),Office Supplies,6.49,3,08-05-2024,Delivered
1250,barbara patel,Barbara.patel145@gmail.com ,311-662-9254,San Diego,CA,Stainless Water Bottle,Fitness,15.75,3,1/11/2023,cancelled
1526,Robert Davis,Robert.davis37@outlook.com ,+14913618179,houston,TX,wireless mouse,electronics,19.99,3,06-05-2023,Delivered
1167,susan anderson,SUSAN.ANDERSON96@YAHOO.COM ,(808) 681-5771,Austin ,TX,Stainless Water Bottle,Fitness,15.75,5,8/26/2023,Cancelled
1488,joseph davis,Joseph.Davis28@gmail.com,6537632604,new york,ny,Notebook Set,Office Supplies,8.99,4,2023-09-28,cancelled
1557,Noah Kelly,NOAH.KELLY132@GMAIL.COM ,7705742479,Phoenix,AZ,Ballpoint Pens (12pk),Office Supplies,6.49,3,2023-03-25,shipped
